@relation 'pancan_weka_ready-weka.filters.unsupervised.attribute.Remove-V-R7965,18382,17110,5408,6594,18747,8350,6817,5578,5577,7993,7897,12569,7966,15898,17905,11394,7422,6837,8004,3542,16373,12978,11125,2779,16343,7793,9178,17907,629,11911,6585,17802,16450,11260,10842,2640,4225,11551,8777,6831,204,15804,2130,7933,952,5633,18336,7955,12996,9185,9653,8014,6595,149,18811,15474,8005,18754,15913,90,6877,2319,3541,16339,8003,17586,776,17739,3922,19607,10291,5753,18217,15901,1510,224,5658,18291,5989,2168,2074,743,12079,5022,8006,1059,6927,19160,2775,13162,3731,1859,18637,14428,17317,3473,3462,5626,13508,20532'

@attribute gene_7964 numeric
@attribute gene_18381 numeric
@attribute gene_17109 numeric
@attribute gene_5407 numeric
@attribute gene_6593 numeric
@attribute gene_18746 numeric
@attribute gene_8349 numeric
@attribute gene_6816 numeric
@attribute gene_5577 numeric
@attribute gene_5576 numeric
@attribute gene_7992 numeric
@attribute gene_7896 numeric
@attribute gene_12568 numeric
@attribute gene_7965 numeric
@attribute gene_15897 numeric
@attribute gene_17904 numeric
@attribute gene_11393 numeric
@attribute gene_7421 numeric
@attribute gene_6836 numeric
@attribute gene_8003 numeric
@attribute gene_3541 numeric
@attribute gene_16372 numeric
@attribute gene_12977 numeric
@attribute gene_11124 numeric
@attribute gene_2778 numeric
@attribute gene_16342 numeric
@attribute gene_7792 numeric
@attribute gene_9177 numeric
@attribute gene_17906 numeric
@attribute gene_628 numeric
@attribute gene_11910 numeric
@attribute gene_6584 numeric
@attribute gene_17801 numeric
@attribute gene_16449 numeric
@attribute gene_11259 numeric
@attribute gene_10841 numeric
@attribute gene_2639 numeric
@attribute gene_4224 numeric
@attribute gene_11550 numeric
@attribute gene_8776 numeric
@attribute gene_6830 numeric
@attribute gene_203 numeric
@attribute gene_15803 numeric
@attribute gene_2129 numeric
@attribute gene_7932 numeric
@attribute gene_951 numeric
@attribute gene_5632 numeric
@attribute gene_18335 numeric
@attribute gene_7954 numeric
@attribute gene_12995 numeric
@attribute gene_9184 numeric
@attribute gene_9652 numeric
@attribute gene_8013 numeric
@attribute gene_6594 numeric
@attribute gene_148 numeric
@attribute gene_18810 numeric
@attribute gene_15473 numeric
@attribute gene_8004 numeric
@attribute gene_18753 numeric
@attribute gene_15912 numeric
@attribute gene_89 numeric
@attribute gene_6876 numeric
@attribute gene_2318 numeric
@attribute gene_3540 numeric
@attribute gene_16338 numeric
@attribute gene_8002 numeric
@attribute gene_17585 numeric
@attribute gene_775 numeric
@attribute gene_17738 numeric
@attribute gene_3921 numeric
@attribute gene_19606 numeric
@attribute gene_10290 numeric
@attribute gene_5752 numeric
@attribute gene_18216 numeric
@attribute gene_15900 numeric
@attribute gene_1509 numeric
@attribute gene_223 numeric
@attribute gene_5657 numeric
@attribute gene_18290 numeric
@attribute gene_5988 numeric
@attribute gene_2167 numeric
@attribute gene_2073 numeric
@attribute gene_742 numeric
@attribute gene_12078 numeric
@attribute gene_5021 numeric
@attribute gene_8005 numeric
@attribute gene_1058 numeric
@attribute gene_6926 numeric
@attribute gene_19159 numeric
@attribute gene_2774 numeric
@attribute gene_13161 numeric
@attribute gene_3730 numeric
@attribute gene_1858 numeric
@attribute gene_18636 numeric
@attribute gene_14427 numeric
@attribute gene_17316 numeric
@attribute gene_3472 numeric
@attribute gene_3461 numeric
@attribute gene_5625 numeric
@attribute gene_13507 numeric
@attribute Class {PRAD,LUAD,BRCA,KIRC,COAD}

@data
8.39403,15.046566,13.583459,7.49251,13.387492,8.896417,8.717269,2.821833,2.714729,2.714729,12.152576,1.332049,10.467555,0,8.620454,8.902529,6.329542,11.62835,6.274038,9.333124,6.061009,12.392178,3.014766,6.16638,5.459428,7.48792,1.332049,14.904329,9.380978,3.014766,14.89777,13.227159,7.988344,1.59622,5.784747,3.102356,0,12.761281,2.599032,6.0719,6.730952,18.208453,8.52065,5.935455,9.940603,11.276898,12.40972,11.847778,6.758183,12.485618,6.751424,4.145196,8.717269,4.185859,8.522636,11.917353,4.103347,8.518661,11.840034,10.085632,12.561228,9.382073,6.320438,3.407584,13.339001,10.471675,12.996918,10.662517,10.058519,0.590626,11.406694,9.96522,4.601132,6.959249,5.674749,6.41755,2.012676,10.818974,4.442353,4.185859,12.857448,7.130488,0,1.008487,3.922645,8.749846,2.821833,5.758023,0.590626,10.646667,11.52317,12.033674,0,0,9.866256,8.164017,7.500595,0,9.790814,10.548244,PRAD
6.21319,12.045296,11.555591,8.314937,12.034613,10.048528,5.173131,2.52707,4.473871,4.843863,9.753681,3.564037,13.638436,1.662388,7.265662,8.45506,5.738865,10.165761,7.629757,8.37263,7.336962,8.881931,2.414379,7.301752,8.146558,8.214776,1.450169,11.392017,8.495439,0,13.689507,12.471805,9.091147,4.125759,4.886735,3.71441,0.900104,10.621283,2.631593,7.846136,4.52904,12.048395,9.416897,2.52707,9.485338,7.6075,12.432785,9.734007,9.893597,7.787961,3.934696,3.893246,8.493707,1.450169,6.923601,9.811842,8.440745,8.719485,11.237312,10.342186,10.443917,6.495313,4.555853,8.788937,11.818962,9.841429,11.257099,10.539799,10.271661,1.662388,9.787692,10.193772,5.818526,9.07154,4.089524,6.326521,4.988648,10.110888,7.133954,7.079559,10.877974,7.35996,0.519139,0.519139,4.445475,8.959283,4.92837,4.161114,0.519139,8.980465,9.797169,6.84426,0,0,9.006211,9.081955,7.750734,1.450169,8.0579,9.912521,PRAD
9.701071,12.50628,9.446446,6.437075,7.962179,8.215387,4.689746,7.616299,0.373286,0.669662,7.581125,9.447668,0,0.91533,13.753729,3.21246,8.909644,10.163146,7.865003,0,14.885406,9.418078,0,9.812822,9.141576,2.300124,3.21246,0.669662,8.976301,3.067518,5.574789,4.689746,8.834171,8.636364,9.253313,8.598395,2.219153,8.817268,16.566261,8.12059,2.848398,7.288589,11.139091,0.373286,9.784879,7.283135,12.505916,6.852873,10.344163,0,0,2.659011,2.183963,10.531128,4.495657,8.247984,1.308419,0.373286,7.204434,8.183496,11.367993,6.986547,10.312679,9.66741,10.517236,7.494,7.28039,12.949792,10.216043,1.308419,6.198251,1.74962,10.123591,9.62379,13.719827,5.065516,5.000451,5.175712,7.594414,9.234336,13.217402,8.36762,1.616969,1.125188,3.89537,0.373286,9.336069,8.108294,0.669662,9.67993,8.313736,2.659011,1.125188,0,10.100873,10.603014,9.732966,1.983057,8.82104,9.767595,LUAD
9.646244,12.300744,8.900058,6.231398,11.070718,6.123561,4.107169,6.272372,0,0,7.613274,8.01746,1.058178,1.058178,17.666765,6.007009,6.806466,10.906763,8.739467,0,13.828434,8.941931,0,9.166397,8.683602,2.680617,1.661978,1.661978,8.446852,5.359075,4.968229,4.466229,7.351717,7.93053,8.310876,6.262238,8.453546,8.886925,15.034502,7.917676,4.663948,7.466513,10.851218,4.943073,12.711101,7.107531,13.452486,8.171617,10.631141,0,0.62396,0,2.086376,10.173277,6.407259,6.612669,0.62396,0,2.90564,8.283579,10.444311,4.810253,9.047503,14.431831,10.598276,1.391438,11.073981,10.294471,9.816076,0.62396,9.104916,2.413865,10.571336,10.144595,12.415937,8.46021,1.889707,9.893523,8.880312,8.09374,11.806401,8.971779,2.797511,0,5.219378,0,8.059036,4.694423,0,8.135981,8.878655,3.35037,0,1.391438,9.773004,11.368725,9.283769,0.62396,8.59956,11.207405,LUAD
11.883942,5.959791,0,9.404015,0.852638,9.036652,5.883076,11.752648,10.541213,11.130268,3.359901,9.810989,5.682646,10.498061,1.591919,4.807066,3.241977,3.241977,6.713531,2.972564,0,12.543899,10.113964,6.966442,9.281404,13.584692,11.481386,0,0,11.284333,5.310286,9.802554,7.129293,11.738937,3.570256,10.266623,11.163518,8.412125,10.620156,11.006326,12.589787,4.346191,10.839031,12.336685,8.208668,9.00984,8.429093,6.335826,13.117281,1.384934,0,3.753808,7.739659,5.122826,10.426789,2.544683,10.147154,5.08907,3.710063,4.926559,10.146632,6.890532,0.488412,0,10.420866,8.509446,4.027703,13.809567,9.440444,10.471696,2.209796,0,3.359901,14.061413,5.106047,12.860024,10.07731,3.664949,11.860687,9.028884,3.877607,6.645494,8.498235,10.241399,11.603719,2.731314,10.564435,6.740968,12.893334,1.933686,9.796682,1.143197,10.068133,8.723958,3.302144,2.209796,12.980996,12.459829,3.570256,1.143197,KIRC
0.478609,8.996714,11.91533,13.112221,12.627691,14.417701,0.837378,2.86677,4.597537,4.6662,8.236258,1.74859,4.064848,0.478609,7.635725,10.494236,10.577939,11.038158,11.304311,2.413405,10.148667,4.194497,0.478609,9.073429,7.658376,2.86677,0.837378,6.477671,9.026402,2.052103,6.197392,6.197392,1.569005,2.786785,8.391355,3.805489,1.569005,11.247322,3.328836,7.06996,5.671313,3.586753,10.243472,2.86677,10.674413,6.301796,12.401341,10.025569,10.440122,0,2.302728,10.104494,5.334107,1.12446,7.766582,2.302728,5.319968,4.064848,6.836644,8.37606,7.328379,14.099808,0,7.123852,13.551576,7.000732,11.229702,10.754879,12.39577,2.61214,6.433243,7.758743,7.061485,9.865037,3.678264,6.775788,5.518743,9.502301,8.278909,6.982902,12.08678,9.041561,0,0,4.620792,0.478609,6.301796,4.396632,0.837378,9.180088,7.237277,3.489055,0,0.478609,10.871851,3.148576,8.79044,0,8.286197,10.556995,BRCA
0,8.054914,3.197095,12.247477,4.523506,14.207304,0.703544,1.936779,3.146786,3.546623,8.783548,1.17447,3.094658,0,0.703544,10.98248,6.777919,11.224376,8.156927,0.958137,3.950142,3.728639,0.703544,8.980154,6.877683,5.678038,1.362554,4.311532,10.581926,2.801407,4.265122,6.842564,0,5.214956,8.671254,4.442413,2.432906,9.682784,1.936779,6.325471,8.015159,3.292723,10.35875,0,12.127753,4.442413,13.440091,9.096768,9.471035,0.394295,0.703544,4.142127,3.622204,0.958137,6.846506,2.514526,3.466849,1.936779,6.679621,6.285343,8.327526,8.845967,0,0,10.9604,5.332139,9.205979,12.140376,9.234861,0.958137,10.179523,1.528871,4.192589,8.459608,4.089829,6.195401,3.245709,7.846149,6.407876,8.20995,10.839164,10.291608,0,0,3.728639,0.958137,5.408848,0.394295,2.050571,3.382418,4.378456,8.66233,0,3.382418,10.704639,1.678027,10.320259,0.958137,9.909491,11.368523,BRCA
8.821669,11.813457,10.571108,4.659148,9.076653,6.27025,8.955606,6.28076,1.703677,0.645517,6.017249,8.6233,5.169472,10.689718,5.214024,7.260873,10.31913,9.452805,10.36431,5.169472,13.096628,10.523219,1.703677,7.411935,10.646181,4.265137,8.489254,1.429214,6.927979,8.303315,6.787654,4.559088,6.439271,2.132906,10.174464,9.48838,7.655459,9.026014,2.132906,12.116909,3.619026,7.743609,13.118855,9.18553,12.953152,7.195722,14.46758,6.9479,8.955606,0.645517,0,0,7.743609,10.033203,2.463282,14.908927,4.451567,6.838334,6.029764,7.449685,8.67998,4.626556,11.711542,16.162338,9.814659,8.792589,9.486111,12.872107,7.260873,10.838526,9.674379,7.055868,11.297375,10.470832,1.429214,3.551184,0,7.894939,5.613779,8.145509,10.513234,7.266177,9.666245,1.089973,2.7319,5.991887,8.489254,11.459667,4.559088,10.860583,7.604123,4.811882,2.132906,10.563597,7.653483,13.954278,9.343008,9.299739,10.318498,11.093774,COAD
0,8.998289,10.44007,9.421396,9.502506,11.530011,0,4.849109,0.713344,1.188528,10.055282,2.453412,0,0,0.400319,13.754334,8.832096,10.418991,10.57775,3.26821,0,4.679435,0,8.341243,5.287458,3.11688,0,0,9.593103,3.530221,4.48712,12.237972,0,0,5.604353,6.479998,2.535282,9.754032,1.188528,7.156528,10.774688,3.062692,7.871172,0.400319,12.159742,3.31532,13.252317,8.342666,8.308148,0,0,4.445376,4.031236,0,3.973666,3.36094,0,4.165848,0,9.038326,9.498047,10.258401,0,0,11.576225,5.992766,9.113549,9.951936,8.70409,0,9.458534,0.713344,11.156146,8.403881,0,7.913883,2.756233,6.104265,5.864023,3.607958,6.416603,8.661425,0,1.188528,5.164211,3.169107,6.811073,0,1.377957,0.400319,9.698477,3.88276,0,0.400319,7.130426,0,9.054903,1.831229,6.735143,8.503858,BRCA
5.617636,15.811457,14.609242,7.782546,13.661355,8.526898,7.417751,3.762508,1.06571,1.900297,10.249943,3.509075,14.572333,0.6291,10.811439,7.697725,7.515802,12.291513,5.031307,10.641176,2.565427,14.316444,3.438093,5.475821,5.055217,2.270858,2.097442,14.552387,8.415839,1.400429,15.438454,13.774622,7.138794,1.06571,3.438093,3.113067,0,13.266486,3.927062,5.429184,3.874266,18.718924,6.741979,5.68049,9.028434,11.145614,12.783584,10.645118,6.49335,14.829088,7.220378,4.514968,9.388063,0.6291,9.965224,11.931406,2.918195,9.057526,10.927326,12.028977,14.755248,6.868835,3.018919,1.671882,13.793126,10.983321,12.94938,10.915125,10.479366,0,8.687054,9.604081,4.767448,6.74932,6.681801,4.677863,3.201446,10.576031,5.233474,3.113067,13.970025,7.742599,0.6291,5.392108,5.233474,9.370299,2.565427,2.565427,0,11.74273,12.188172,11.285495,0,0,9.695362,11.072803,6.799735,1.06571,10.790666,10.340907,PRAD
6.433412,11.69081,9.276606,7.30792,8.622334,8.93038,8.413772,6.823087,2.718855,4.399205,5.012005,9.268792,9.854281,9.869861,6.296646,7.858951,9.088184,8.866234,10.100124,7.169294,14.92039,7.287435,1.419539,6.808784,10.574868,5.387111,8.227452,3.391204,7.357877,8.538162,6.337063,3.731574,7.959457,1.922845,10.160502,7.910079,7.936426,7.78052,2.836288,9.562023,7.658247,5.756036,11.200825,7.784177,12.139929,7.750908,13.38088,6.633273,9.28567,1.693052,0,3.537122,8.628453,7.869322,0,14.100547,4.103674,9.053736,8.79185,9.058276,8.7991,5.085021,6.051516,15.892816,10.320236,9.630697,8.987039,12.024928,9.325135,8.275035,10.130596,3.731574,9.462776,10.378273,3.466014,7.44829,3.391204,7.542034,8.09526,6.316996,10.229888,6.912722,8.813496,2.718855,4.320759,7.502601,8.582962,12.463415,2.590985,9.974458,9.023097,4.237801,0,8.269823,8.462539,10.693922,9.186852,9.430455,8.907077,10.941737,COAD
0,6.594572,12.363856,13.379297,12.377704,13.046208,0,5.19827,5.312553,5.943281,8.313749,1.774545,3.572393,0,5.021346,12.732424,11.040516,10.677015,13.646109,2.388823,11.141386,3.572393,7.568807,10.323359,7.700592,3.148804,0.682843,5.943281,9.357473,1.493647,7.366707,5.245073,0.682843,2.688829,6.902604,3.333409,2.009562,11.867696,2.546611,6.748689,5.478438,6.104265,9.409766,1.144503,10.677288,6.491582,11.783248,9.648273,9.392979,1.493647,2.546611,11.258654,5.517093,0,2.211635,2.388823,4.909567,4.011961,5.745867,9.438998,7.463892,14.125906,0,6.411772,13.921711,6.603582,11.053308,10.61878,12.800898,1.774545,8.320733,7.06142,6.780822,9.061487,4.304883,5.97139,4.260011,11.020424,7.797986,6.887927,8.009319,9.742018,0.682843,0,4.431696,1.774545,4.938333,2.211635,0,9.729728,7.975017,3.148804,1.144503,0,11.407852,3.777357,7.582541,0.682843,9.061487,9.73281,BRCA
7.854825,15.131174,13.663136,6.818007,13.80813,9.425852,8.114575,2.082771,0.443182,1.814386,11.488879,2.41007,14.280662,0.443182,6.722999,9.555256,7.743037,12.035504,5.440647,9.799811,6.423941,13.740455,4.041076,6.122679,5.853349,9.757303,1.814386,14.126188,9.18598,0.443182,14.968487,14.540588,8.536713,1.055682,3.909168,1.285876,3.323529,12.68677,3.096127,4.541893,6.894127,17.322518,7.003287,1.814386,9.29138,10.416101,12.835419,10.949031,7.043169,13.571729,4.787072,7.859299,8.680201,1.954829,7.650535,11.933624,3.514488,8.860659,10.748637,11.223923,13.799423,6.038368,4.585762,6.953929,13.733312,9.906903,11.620747,10.480326,10.611126,0.781737,11.466556,9.784599,4.16192,6.995179,3.371447,5.826175,1.484344,10.5604,3.838407,3.60254,12.749662,7.865987,0.443182,0,3.320427,8.448884,3.155555,4.519454,0,11.035108,11.733053,8.039665,0,0,9.782245,9.116648,8.685253,0.443182,10.921209,10.646829,PRAD
12.657763,3.518925,0.206518,10.794448,0.547549,9.045246,7.139776,12.361596,9.508777,10.673662,3.717616,7.23126,5.511664,10.611034,0.387032,2.449482,2.742696,0.547549,5.938215,1.054571,0.387032,12.592013,10.419128,6.350554,8.819173,15.116324,10.618257,0.691981,0.547549,11.25566,3.921817,8.483106,6.816472,11.985269,5.084409,10.040934,11.254999,7.875792,7.857726,10.245683,12.985531,2.13261,9.986397,10.756198,7.755542,8.000654,9.166095,6.383258,13.21128,1.657274,0,0.691981,8.72421,0,11.334106,2.742696,10.768085,3.630685,1.34409,3.31098,10.217618,5.071265,0,0,10.439737,9.983321,4.007124,14.326451,9.443006,10.186907,2.742696,0,2.081101,14.713795,5.38989,12.52448,10.148693,0.547549,12.972138,9.982666,3.094168,6.824322,8.911038,9.715128,11.636951,2.277003,10.466025,7.198386,11.134497,0.206518,9.679837,0.823179,10.562538,8.34929,1.253868,3.170117,12.938826,12.258855,2.869615,3.538166,KIRC
6.998421,13.697587,13.938707,7.123004,11.189627,8.83533,5.706122,5.654204,5.115845,5.919071,9.38481,2.985428,12.890756,0,11.112974,6.368969,8.694643,9.513311,5.614003,11.036771,6.543211,10.261108,0,5.81652,7.137258,3.214203,2.602742,13.395628,7.5028,1.725305,12.771704,11.323415,10.263809,0,4.560966,4.38102,2.602742,12.025776,4.38102,9.569573,6.303068,14.628878,8.575838,6.085119,10.255937,9.928311,11.461976,10.638762,8.259207,11.490013,6.104592,4.019987,8.638968,0,7.936826,11.253718,2.229742,9.616111,11.312991,9.290185,11.191904,6.25159,2.985428,7.01909,11.208314,10.456108,11.369172,10.360123,9.549286,0,10.331365,11.989245,6.014813,7.835577,7.348011,8.010936,2.985428,9.594744,7.70132,2.365077,12.452964,6.599199,0.547252,0.547252,5.329525,7.720381,3.891341,1.50853,0,9.148441,10.468838,10.723465,0,0,9.25576,9.273075,7.78819,1.725305,8.096098,10.72425,PRAD
3.705624,14.764265,14.046246,7.113482,13.262591,9.513982,7.365719,1.847315,1.847315,3.781926,12.504943,2.517074,12.621633,0,12.840792,8.790234,6.667126,12.144352,6.181341,5.45135,5.100381,11.898666,3.318461,6.484712,5.563689,3.227156,0.959622,13.730735,9.514448,0.772815,14.89724,11.112785,8.372687,1.273397,4.635598,2.45628,0,12.505941,3.854395,5.856162,4.621823,15.689111,7.011518,3.318461,9.80292,10.633086,13.007569,10.138592,6.209245,12.269103,7.060847,2.183709,5.100381,0.959622,8.64712,11.78796,2.737492,7.262959,12.305375,10.440049,15.289212,6.213843,0.959622,4.381401,13.749241,7.45582,12.51633,10.743749,10.705892,0.305912,11.635977,8.284727,10.554148,5.733428,4.931986,6.01741,2.183709,10.483302,4.662764,2.025277,12.359942,8.39412,2.106683,0,4.092749,7.703163,4.791392,1.53092,0,10.96889,11.344313,11.437445,0.305912,0,9.655073,10.298945,8.54772,0.55817,10.757598,10.496814,PRAD
8.426168,14.982855,13.541085,8.33046,12.987156,9.279564,8.304639,3.495427,2.265017,2.825908,11.513594,2.477133,12.236011,0,9.213568,9.38024,7.94783,11.819936,6.352271,10.064797,8.316748,12.651886,2.265017,6.63132,5.978379,6.433176,1.334911,13.682084,9.211718,1.098958,14.575061,12.541254,9.537046,1.537694,5.792717,3.341402,0,12.116188,2.825908,6.564422,7.27415,16.384435,8.508397,4.324314,9.794645,10.749526,12.627358,10.311192,7.860733,12.193146,6.552771,5.48466,8.984475,3.986029,7.585661,10.860024,4.957557,8.882273,11.214058,10.497842,13.743036,9.341823,4.528471,6.774642,12.99397,10.628819,12.232478,10.591934,10.259708,0,11.563573,8.976865,9.34605,7.550939,5.520994,6.880967,2.146003,10.627087,5.690085,4.575294,12.582667,7.475798,0.4654,0.4654,5.009629,9.38024,4.885072,5.721649,0,10.776704,11.981028,11.455918,0,0,9.439178,8.977955,8.177629,0.816641,10.174838,10.427816,PRAD
0.617581,7.967122,11.191294,11.557315,12.838487,13.435175,0.34153,0.849119,5.1372,5.609288,7.965582,1.048585,3.479088,0.617581,2.161146,10.761077,10.422254,10.846681,13.194785,2.244826,8.808778,3.702746,1.97761,9.786738,7.097706,1.649386,1.97761,7.51503,9.45522,0.34153,6.429857,6.274245,1.521,2.538116,9.117108,1.649386,2.472982,10.882032,1.876291,6.937156,6.574356,5.61716,10.031053,1.521,10.504114,6.197553,11.024641,7.556567,9.852478,0,3.333767,11.300147,10.499617,0,1.649386,1.380064,6.438769,4.15617,4.08982,9.174926,7.821391,13.658981,0,8.97653,14.771706,10.132037,9.522268,10.798593,14.551192,0.849119,8.43336,5.569266,5.701044,9.166904,3.21428,6.249131,4.020271,8.356232,7.063535,7.5688,6.649216,9.510691,0,0,4.615146,1.223793,6.28417,0.849119,0,8.925133,5.901313,2.836732,0.34153,0,8.817345,2.781758,8.385336,0.34153,7.659275,9.690751,BRCA
9.485636,12.602151,8.545826,6.61466,8.75758,6.817214,11.202424,6.044232,0.988921,0.577634,1.791522,8.673093,4.932727,12.171649,1.308652,4.932727,11.384287,10.08896,10.778315,7.798089,13.497515,7.437369,0.577634,7.632559,10.388276,8.967177,9.533386,1.791522,3.979202,7.322244,5.263786,3.979202,7.258726,3.150218,10.061304,9.051992,8.685015,7.742788,2.887681,10.009185,1.57022,4.300856,10.359365,8.447513,12.296647,6.033427,14.95795,6.437496,9.050654,0,0,0,6.16794,9.805971,0,13.330889,5.836177,7.249417,0,7.20678,9.10197,5.607617,9.007139,16.641276,9.660832,9.244633,11.063624,12.240055,7.896762,9.791615,10.871667,3.734352,10.828398,11.689915,0,4.706575,2.681697,8.406235,7.081265,5.578184,9.95153,6.835987,9.965806,1.57022,3.886189,8.553407,10.071905,7.449611,5.932366,10.807146,9.661709,2.788352,0,8.016814,7.884793,12.152272,9.806764,11.822913,12.14821,10.964377,COAD
8.90217,12.778728,6.94894,6.560272,10.574792,6.07427,10.024558,5.374521,0,0.448584,4.880147,10.106066,4.787918,11.855336,5.977376,6.284627,11.481492,10.536335,10.468135,7.376976,14.392049,8.463381,0.448584,7.143853,11.778484,9.081569,10.006256,8.935869,8.237941,9.385478,3.487036,5.296336,7.275342,0.448584,9.141783,10.198973,8.630697,8.892239,3.11425,10.587496,3.28592,7.341728,11.244417,10.046114,12.94109,4.345588,14.629061,7.169664,9.184915,0.448584,3.487036,0.448584,8.769798,8.237941,0,14.28164,4.319473,8.865412,2.773089,6.888049,8.722001,4.806845,6.554686,16.784929,9.252039,9.471009,11.332143,12.479861,7.191434,9.007142,10.827621,4.583639,9.610145,12.125249,1.066399,2.693989,0.448584,9.872159,7.495431,5.640213,10.638237,7.79932,9.335042,3.82072,1.829078,8.35184,6.201269,11.399913,3.744247,10.595686,8.255265,6.298064,0.790355,7.585856,9.288679,11.138931,9.009185,9.235548,11.877043,11.854058,COAD
10.41276,10.660272,11.603654,6.97799,11.152374,9.159329,1.807891,3.524227,0,0.585251,4.673121,9.67932,1.807891,0,16.079706,9.729449,6.190536,9.846211,11.448323,0,16.448886,9.900832,0.585251,8.660716,9.236734,1.807891,3.907564,3.000631,8.297636,5.109227,4.000676,6.516414,7.718396,6.9665,9.654462,7.919584,9.830682,9.230741,16.343231,8.058712,8.585684,6.600627,11.507274,8.18807,11.790471,6.304493,13.878195,6.833599,9.664278,0,0,5.768894,2.322505,9.166884,4.585654,5.088163,1.585443,1.807891,1.000361,9.03964,9.802429,6.410104,7.593174,16.114474,12.003535,7.170636,8.602491,11.293041,10.650872,2.000541,4.045513,1.32239,11.153641,9.711528,9.850126,3.644525,0,6.150458,7.267508,9.666057,13.619165,8.860255,1.807891,0,2.585563,0,8.163111,7.170636,2.322505,10.42015,7.543751,0.585251,0.585251,0,7.190536,11.374132,8.635529,1.000361,9.166884,10.808482,LUAD
9.477639,11.772884,9.373753,5.071634,9.831424,6.300816,8.499387,0.836894,1.363171,2.515359,5.65916,5.590195,2.785927,10.8384,3.632326,10.242948,11.275449,10.611071,10.207893,8.223929,11.702303,9.429923,3.632326,8.297879,10.863877,8.030717,7.814288,3.80457,6.860268,8.977835,2.94167,6.149247,3.53783,1.363171,10.515887,8.516523,5.934219,8.519617,4.283677,10.076976,2.515359,7.465362,11.480492,5.261019,12.122893,4.548924,13.877332,8.050812,10.872983,0,0,1.123931,9.112007,9.512223,1.123931,12.427784,1.747903,8.674778,1.123931,6.889267,9.495036,5.200614,8.321121,13.840768,10.577316,9.064072,10.358047,11.74043,7.902261,10.224581,12.618213,7.887964,8.220132,9.267332,3.27032,2.701261,2.865899,9.159781,6.350315,4.097434,10.532073,7.829323,8.347475,0,5.787918,8.566747,2.301939,9.894158,2.865899,10.611431,8.133923,1.568324,0,8.368223,9.568581,13.406444,9.299192,9.982024,10.04081,12.190084,COAD
10.056285,11.199298,5.748671,6.985899,7.994218,6.447953,11.153495,5.652937,2.982619,4.068757,3.230157,10.425667,4.407319,11.973948,2.154486,4.958035,11.73835,9.857426,9.963847,8.517394,15.932212,7.302173,0.578407,7.899067,10.801902,8.703267,10.427732,0.990084,5.488354,10.054279,3.682101,6.119956,6.838271,7.013697,10.50321,10.405875,10.627087,8.263274,3.888344,9.743355,2.154486,2.982619,11.549982,10.52558,12.938799,7.899067,15.557048,6.346686,8.155117,0,0,2.568421,9.571669,10.851265,1.310049,14.516125,4.373391,8.970264,0.578407,5.550396,8.787521,4.151161,10.07751,16.341378,9.483973,10.58608,9.478996,13.081442,7.708132,9.521243,9.67043,2.683629,11.358964,10.637902,1.9851,4.373391,1.571725,5.922961,7.302173,6.844474,10.177357,6.997089,10.043533,2.443182,1.571725,8.39592,11.049576,11.672306,3.230157,9.729175,8.065001,1.571725,2.982619,9.267866,7.572685,11.223006,9.750807,11.765986,10.425667,12.018357,COAD
9.502398,14.57376,14.459137,5.940324,13.610275,8.678748,9.024411,3.360406,1.762264,3.18177,11.711224,1.762264,13.22499,0,8.529122,9.554965,6.265979,11.837663,4.022474,9.657886,5.20497,12.477467,3.031572,5.995462,4.949736,4.775293,0,14.07961,9.015267,0.676358,15.082157,12.537699,8.440005,0.676358,3.968376,1.135009,0,13.375474,2.863919,4.949736,4.197276,15.805835,6.042038,4.963627,9.28219,11.013176,13.314272,9.938496,5.349532,14.757421,7.365238,5.070205,9.412828,0,8.510313,10.584671,1.629147,8.855868,10.834281,11.225533,15.174867,4.568476,0.923796,5.547006,13.42071,10.615795,11.3363,10.405418,10.803711,0.923796,12.110291,11.503731,4.656639,4.639429,5.239639,5.338913,1.884168,10.786719,5.082988,0.676358,13.589803,8.066337,0,1.319155,3.442068,7.901096,4.673641,2.374789,0,12.106396,12.867682,9.784115,0.377401,0.377401,9.205583,10.130854,8.037069,1.319155,10.086295,11.143804,PRAD
2.931891,5.587398,4.636456,7.676493,11.818179,8.610696,1.579808,6.582333,0,0,6.733829,4.516185,8.568481,8.009129,10.991593,7.579799,8.81355,9.641557,7.381785,1.217975,14.809622,5.35003,0.733875,8.419973,7.268462,2.109561,0.733875,2.315769,4.240627,1.868884,5.06577,6.631407,5.938834,8.82625,8.750529,6.100927,6.355788,9.276934,8.339565,8.222737,7.889157,4.711401,10.141622,2.656473,11.823232,5.036916,13.088512,7.449033,9.218716,0,0,9.084181,0,9.705973,2.496156,9.338817,8.535341,0,0.733875,6.259176,8.725888,4.516185,9.558989,16.506466,12.875507,2.496156,11.145213,9.699083,9.774206,0,9.525333,0,5.664867,11.701233,7.376039,1.579808,3.834135,8.849252,6.320313,8.031241,8.477471,9.517821,6.128537,0,3.834135,0,2.931891,5.302341,0,8.276176,9.673539,3.052103,0.733875,4.674415,5.326383,4.02251,8.82625,2.109561,8.545621,9.356437,LUAD
